,3prime,tAI,max_5_UTR_length,TCGA-C8-A130,TCGA-C8-A130.1
HYOU1,1409.0,0.403839016,234.0,-0.353528,-0.376833942
ICAM1,1537.0,0.426062071,319.0,-0.730794,-0.725510818
IER3IP1,3342.0,0.438740024,97.0,-0.149743,-0.94145691
IFI16,254.0,0.415211655,290.0,-0.069934,-0.06736916
IFI30,213.0,0.431523306,62.0,0.146437,0.066042537
IFI35,160.0,0.418462024,223.0,-0.094102,0.02813695
IFI44,267.0,0.403888008,124.0,0.299638,0.31674037
IFI44L,5058.0,0.403608012,200.0,0.421082,0.360777996
IFIH1,121.0,0.412344512,377.0,-0.024731,-0.089498501
IFIT1,2775.0,0.411248073,495.0,1.075676,0.133219092
IFIT2,1901.0,0.420797646,175.0,0.295663,0.150321031
IFIT3,843.0,0.417440574,529.0,0.174735,0.062635266
IFIT5,2354.0,0.414819429,231.0,-0.202184,0.04622463
IFITM1,159.0,0.431550176,180.0,-0.649357,-0.283583961
IFT27,109.0,0.4030938,426.0,0.579365,0.297385178
IGFBP3,1605.0,0.43060006,132.0,0.719772,0.183254381
IGFBP7,558.0,0.392734536,34.0,0.577354,0.222553915
IKBKE,745.0,0.435100597,714.0,0.035506,-0.379812011
IL16,3965.0,0.367979445,2395.0,-0.012536,-0.319147201
IL17RA,5874.0,0.376798811,133.0,-0.335731,-0.027137596
IL1RN,1145.0,0.411881061,408.0,-0.0529,-0.012851191
IL4I1,16.0,0.4139018,621.0,-0.863311,-0.717158197
ILF2,656.0,0.426220446,239.0,0.301645,0.363213622
IMPA2,2898.0,0.383680893,242.0,1.891206,0.617426476
INO80,5209.0,0.374025479,351.0,-0.166506,0.044873684
INPP1,263.0,0.395712795,700.0,-0.63682,-0.22081535
INPP5D,1195.0,0.436077769,512.0,-0.251436,0.022174825
INSR,4801.0,0.380857973,411.0,0.021266,-0.244897314
IPO5,2508.0,0.381335948,180.0,0.051596,0.149597197
IRF7,92.0,0.423538356,367.0,-0.244528,-0.176534965
IRF8,1327.0,0.384714127,507.0,-0.634227,-0.151083842
IRF9,369.0,0.432057622,127.0,1.0082,0.272205034
IRGQ,7659.0,0.399674011,156.0,0.457826,0.224989849
ISCU,607.0,0.454630229,1331.0,0.031685,0.354769318
ISG15,62.0,0.419522688,77.0,0.501635,-0.582989152
ISG20,952.0,0.419932377,2368.0,-0.230633,-0.30312648
ISOC1,1056.0,0.418535314,18.0,-0.562164,-0.51791096
ITGB2,415.0,0.457304004,395.0,-0.731306,-0.402957232
ITPKB,2981.0,0.440250717,340.0,-0.067007,0.178994911
ITPRIP,5382.0,0.396785481,453.0,-0.22604,-0.135733789
JUNB,496.0,0.414023332,276.0,-1.065487,0.025488244
JUP,157.0,0.458302936,298.0,0.729267,0.071366217
KANK2,2291.0,0.394238955,361.0,0.604858,0.204855542
KARS,4202.0,0.383913431,144.0,-0.15075,-0.108881079
KDM1A,327.0,0.428444011,149.0,0.60765,0.132091632
KDM2A,3716.0,0.372295488,864.0,0.368265,0.312787836
KDM2B,2488.0,0.393022165,407.0,0.310881,0.181318648
KDM3B,1327.0,0.37791414,200.0,-0.773163,0.042944468
KDM4A,1148.0,0.378142374,166.0,-0.135131,0.253891699
KHSRP,1024.0,0.456900489,110.0,0.342589,0.450780296
KIAA2013,727.0,0.385456054,191.0,0.311602,-0.275809493
KIF20A,757.0,0.371463873,496.0,0.896875,0.233210906
KIF22,75.0,0.392489541,388.0,0.72346,0.15912717
KIF2C,588.0,0.387865377,395.0,1.442157,0.199886737
KIF3B,3792.0,0.390782105,180.0,-0.92732,-0.24301752
KIF3C,2392.0,0.403852971,657.0,1.530031,0.542611944
KIF5B,3198.0,0.418236129,470.0,-0.699715,-0.033070361
KLHL7,3616.0,0.41595405,521.0,0.548448,0.366141622
KTI12,594.0,0.370414154,39.0,0.259988,0.003867579
LAMP1,1311.0,0.390985106,281.0,-0.144589,-0.587004879
LANCL2,2422.0,0.433733517,578.0,0.57224,-0.19760016
LAP3,503.0,0.426841798,162.0,0.327138,0.209242398
LDHD,1826.0,0.398770776,52.0,1.386455,0.046928239
LENG1,560.0,0.445950324,48.0,0.505279,0.413730338
LGALS3,159.0,0.420172221,88.0,-0.791485,-0.312428279
LGALS3BP,1225.0,0.419930622,179.0,-0.203377,-0.495923647
LGALS9,641.0,0.410654931,118.0,-0.058146,0.197556752
LIN54,4893.0,0.441729058,383.0,-0.290077,0.096495396
LPCAT1,2228.0,0.380803123,133.0,0.743591,0.286078542
LPCAT4,239.0,0.432241557,94.0,0.344889,0.285493272
LPXN,1776.0,0.432350833,254.0,0.526012,-0.109418362
LRPPRC,2376.0,0.377375074,58.0,-0.154287,0.362692079
LRRC25,843.0,0.434491636,642.0,-0.483347,-0.188966498
LRRC41,465.0,0.438391248,44.0,0.147119,0.458978115
LRRC59,1755.0,0.423067849,236.0,0.513216,-0.304466226
LSM1,486.0,0.409616526,410.0,0.01533,0.048533402
LSM6,1871.0,0.435100303,139.0,0.023907,0.20335585
LTA4H,391.0,0.355044638,145.0,2.560371,1.25660778
LYN,4058.0,0.418972994,282.0,-0.465098,-0.321022188
LYPLAL1,1137.0,0.3973742,157.0,-0.032209,-0.094314875
LYRM4,6830.0,0.366844497,217.0,0.629783,0.354116099
LYSMD2,596.0,0.394037378,501.0,-0.246726,-0.173137867
M6PR,1457.0,0.379162834,275.0,-0.444654,-0.14497212
MAD2L1,4528.0,0.407191351,124.0,0.545294,-0.131004322
MAFB,2032.0,0.405989564,390.0,-0.023287,-0.161305013
MAGED2,327.0,0.466698843,233.0,-0.253403,-0.121669631
MAGOH,153.0,0.416054235,162.0,0.920661,0.240647843
MAN2B1,128.0,0.381728903,76.0,0.955998,0.606206903
MANF,717.0,0.420319188,97.0,-0.342481,-0.300530368
MAP4K1,170.0,0.374128007,140.0,0.572655,-0.112693419
MARCKSL1,768.0,0.468216312,206.0,0.892392,0.37887547
MAX,2676.0,0.337149475,479.0,-0.016098,0.212583935
MBD2,3723.0,0.420256858,229.0,-0.305658,0.231828304
MBP,4041.0,0.393290432,264.0,-1.415982,-0.369542056
MCM2,662.0,0.460999542,110.0,2.445919,0.276541926
MCM4,2618.0,0.371821308,942.0,1.461309,0.250978487
MCM5,3214.0,0.470488076,94.0,0.690042,0.263394371
MDC1,658.0,0.415783633,440.0,0.393462,0.205523454
MDH1,210.0,0.381672323,435.0,0.271965,-0.104867513
ME1,1535.0,0.411214685,265.0,1.839668,0.419184789
ME3,171.0,0.395156177,377.0,-0.95594,-0.492732225
MECR,1365.0,0.445670958,612.0,0.823701,0.250115849
MED17,2631.0,0.366528813,275.0,-0.139756,0.321276208
MED19,934.0,0.439623042,93.0,0.803922,0.285401896
MED28,10307.0,0.440157501,27.0,0.015357,-0.000210883
MED29,4550.0,0.464327351,57.0,0.390033,0.284611588
MEF2C,6848.0,0.41426337,654.0,0.257002,0.153601839
MEN1,824.0,0.454590692,504.0,1.124987,0.056384571
METTL13,961.0,0.396264071,347.0,-0.166356,-0.104262714
MGST3,1295.0,0.374563048,428.0,0.312904,-0.653720816
MIF4GD,787.0,0.397877071,137.0,-0.455474,-0.024736051
MINK1,774.0,0.455972684,525.0,-0.062652,0.100540822
MIS12,1334.0,0.420723459,745.0,0.36186,0.167609603
MLEC,5319.0,0.43043384,173.0,-0.845092,-0.413287857
MLX,1636.0,0.386664187,65.0,0.448112,0.333042477
MMACHC,1852.0,0.382684622,371.0,-0.1561,-0.75351836
MMADHC,5382.0,0.406207656,205.0,-0.818879,-0.180399136
MMGT1,4451.0,0.406300672,388.0,-0.350017,-0.124303398
MMP1,502.0,0.392399458,189.0,1.025923,-0.432764221
MMP14,1722.0,0.419367787,285.0,0.579878,0.263061604
MMP9,193.0,0.404253633,19.0,-0.91924,-1.519025867
MORC3,2052.0,0.406702124,375.0,-0.621312,0.012425902
MORF4L1,1066.0,0.420719378,454.0,0.287159,0.30508698
MOV10,619.0,0.412681236,1415.0,-0.192579,-0.254751354
MPDU1,797.0,0.440676037,216.0,1.087715,-0.220227297
MPHOSPH10,87.0,0.404440607,352.0,0.337465,0.296126484
MRI1,2018.0,0.459301832,75.0,0.487709,0.2062686
MRPL13,1075.0,0.395373051,313.0,1.293866,-0.042361092
MRPL15,1888.0,0.407701507,63.0,1.32772,-0.034451319
MRPL16,212.0,0.368940255,214.0,0.670187,-0.023928795
MRPL17,6554.0,0.424450505,105.0,0.789035,0.00099748
MRPL2,580.0,0.458698472,164.0,0.859351,0.069565603
MRPL20,187.0,0.445765675,96.0,0.750753,0.094054764
MRPL21,55.0,0.417448467,293.0,1.13383,-0.064511199
MRPL27,2133.0,0.436300758,31.0,0.975185,-0.018341481
MRPL40,113.0,0.406843086,653.0,0.357811,0.075767461
MRPL46,1889.0,0.422788385,25.0,0.652612,-0.023232686
MRPL48,1284.0,0.368940255,212.0,0.963534,0.018367807
MRPL51,2069.0,0.35376587,169.0,0.90198,0.018004732
MRPL53,198.0,0.441261883,155.0,0.076584,0.058365677
MRPL9,407.0,0.432679379,437.0,-0.03922,-0.157602928
MRPS11,2793.0,0.477818717,1491.0,0.907292,0.207442985
MRPS15,468.0,0.440649404,164.0,0.880911,0.562887083
MRPS17,1334.0,0.413812124,30.0,0.817995,0.564279139
MRPS18B,936.0,0.408462865,157.0,0.338693,0.247614463
MRPS36,933.0,0.3748339,84.0,-0.246902,0.074857713
MRPS7,453.0,0.455992019,233.0,0.679445,0.166634521
MSI2,5168.0,0.366385762,173.0,0.216534,0.437173076
MSTO1,694.0,0.421389639,1152.0,0.034862,-0.362346801
MT1E,291.0,0.588704726,179.0,0.268039,-0.285340839
MT2A,316.0,0.576670685,123.0,1.161565,-0.329361361
MTA2,684.0,0.459443446,761.0,0.531974,0.403349223
MTFMT,1550.0,0.414190941,26.0,-0.159776,-0.080188468
MTHFS,1663.0,0.434592403,179.0,0.1683,0.09620055
MTMR1,2442.0,0.424163835,319.0,-0.183752,0.032781654
MTMR14,421.0,0.371137969,151.0,-0.050297,-0.277899875
MVP,50.0,0.435053297,193.0,-0.097744,-0.176243962
MX1,456.0,0.433488503,982.0,2.247631,1.138957462
MX2,1812.0,0.430094961,104.0,0.287176,0.266887344
MYADM,2833.0,0.384589896,681.0,0.1164,-0.675299351
MYCBP,3972.0,0.381803634,73.0,0.509148,0.24095736
MYL12A,812.0,0.453450746,478.0,-0.034609,-0.211683787
MYO18A,3647.0,0.395788337,484.0,-0.240514,-0.017809799
MYO9B,1401.0,0.398943925,152.0,0.635411,0.432514506
N6AMT1,5137.0,0.427535625,28.0,-1.108002,-0.646810026
NAA40,3212.0,0.389371031,261.0,0.770528,0.690190671
NAB1,2433.0,0.361024962,572.0,-1.166096,-0.190075687
NADK,1672.0,0.3959688,563.0,0.136056,-0.113639678
NADSYN1,464.0,0.447848979,126.0,1.434487,0.550265051
NAGK,1297.0,0.42527382,474.0,0.247345,-0.05303652
NANS,37.0,0.458552255,132.0,-0.561247,-0.640882842
NAPA,1862.0,0.477781443,318.0,0.042616,-0.166901051
NAT10,4915.0,0.387474071,245.0,0.274329,0.381245916
NBAS,140.0,0.414580543,44.0,-0.716073,-0.058752128
NCALD,2767.0,0.374888213,460.0,-0.908351,-0.122854247
NCAPD3,2971.0,0.431957579,606.0,-1.036991,-0.443124617
NCAPG2,3501.0,0.41630572,200.0,0.514453,-0.069118028
NCF1,2381.0,0.415579251,70.0,-0.345489,-0.370773233
NCK2,1267.0,0.457831152,276.0,0.179163,0.162131128
NCKIPSD,4981.0,0.449411541,126.0,-0.045999,-0.207904119
NCOA5,1332.0,0.416761948,402.0,0.446145,0.256131464
NCOA7,3259.0,0.404217869,470.0,-1.092796,-0.242804298
NDC80,61.0,0.356199389,182.0,1.151568,0.128770259
NDRG2,841.0,0.376266446,941.0,-0.393887,-0.248466452
NDUFA4,1685.0,0.439642808,129.0,0.429235,0.30467371
NEU1,667.0,0.413226082,156.0,0.445827,0.000492633
NFATC2IP,3242.0,0.412267479,15.0,0.042688,-0.082499925
NFKB1,708.0,0.4099683,467.0,-1.004561,-0.273136013
NFKB2,153.0,0.424806573,563.0,-0.23943,-0.331936036
NFKBIE,1053.0,0.409138176,25.0,0.030768,-0.150675843
NGDN,1255.0,0.423783924,27.0,0.993972,0.65521773
NGRN,1679.0,0.414477409,50.0,0.303966,-0.020980986
NINJ1,5217.0,0.455972644,71.0,-0.379111,-1.21865844
NIP7,1593.0,0.443769116,318.0,-0.142246,0.364356342
NIT2,2351.0,0.432361565,74.0,0.471764,-0.177639051
NMNAT3,2689.0,0.397393877,1228.0,0.994308,0.649523405
NMT1,3377.0,0.454689408,31.0,0.719256,0.472934913
NONO,1092.0,0.432928506,710.0,0.502288,0.39576173
NOP14,912.0,0.38067473,187.0,0.65014,0.410310952
NOP2,785.0,0.393538298,198.0,0.965439,0.427226224
NOTCH2,6062.0,0.409327653,297.0,-0.813198,-0.038862287
NPTN,1068.0,0.388989686,197.0,-0.067509,0.247511113
NR2C2,6271.0,0.390767743,362.0,0.534436,0.232633155
NRBF2,883.0,0.43605128,224.0,0.240594,0.28697248
NRF1,1901.0,0.447602651,500.0,0.085618,0.231900919
NRGN,833.0,0.413631862,152.0,0.331013,-0.211490002
NRP1,3846.0,0.416817106,523.0,0.721965,0.122129114
NSFL1C,1587.0,0.42738001,868.0,-0.332209,-0.291564262
NSMAF,602.0,0.358586884,214.0,0.868729,-0.028399239
NTAN1,178.0,0.344459601,320.0,0.041125,-0.050752224
NUBP1,246.0,0.455923678,142.0,0.377565,-0.135206347
NUCKS1,5461.0,0.359398328,271.0,-0.17693,0.060368575
NUDC,716.0,0.476401948,127.0,0.288294,0.091021431
NUDT16,5489.0,0.428387545,75.0,0.079676,0.124685424
NUMA1,663.0,0.474508115,436.0,0.954616,0.621580074
NUP93,5678.0,0.382018893,495.0,0.35068,0.070868332
NXF1,2943.0,0.375826754,136.0,0.570262,0.258697975
OCIAD2,4872.0,0.363821488,322.0,-0.109329,-0.299303667
OGDH,1071.0,0.396078149,159.0,0.224991,0.180954707
OPA3,7233.0,0.475004358,100.0,0.132815,0.038538127
OSBPL2,2363.0,0.383456763,571.0,0.612292,0.084568838
OSBPL5,1099.0,0.381371042,158.0,-1.216186,-0.261889579
OVCA2,792.0,0.429983078,65.0,0.475303,0.128356503
P2RX4,573.0,0.442596273,304.0,-0.497196,-0.26895424
PAAF1,509.0,0.376143366,341.0,0.435863,0.282779775
PACSIN2,1591.0,0.413490434,405.0,-0.327894,-0.006934859
PARK7,451.0,0.457171775,163.0,0.551404,-0.066023896
PARP1,769.0,0.460215809,171.0,0.026935,0.235917603
PARP10,332.0,0.422654659,200.0,-0.883336,-0.336475829
PARP12,816.0,0.416480622,874.0,-0.602444,-0.183536578
PARP14,2243.0,0.414355918,59.0,-0.465294,0.059540513
PARP9,451.0,0.418102187,327.0,0.158914,0.197574192
PARVG,2043.0,0.383803232,484.0,0.235989,-0.128180657
PBK,750.0,0.413339119,464.0,1.490096,0.222418836
PCNA,338.0,0.425000199,239.0,0.134214,0.312038728
PDAP1,2007.0,0.464659554,134.0,0.52964,0.055577792
PDCD2,155.0,0.440448783,111.0,-0.056347,0.087203816
PDCD2L,48.0,0.433436103,33.0,0.924657,0.426603929
PDCD6IP,3211.0,0.388727459,158.0,-0.669461,-0.147442324
PDHA1,2054.0,0.402514578,145.0,0.436322,-0.346409304
PDHB,2974.0,0.442593378,43.0,-0.188548,-0.385663368
PDLIM1,357.0,0.379179626,233.0,-0.705708,-0.473424173
PDXDC1,2055.0,0.375670185,335.0,0.013572,-0.180949784
PDXK,6244.0,0.398158884,198.0,-0.626268,-0.267440925
PEBP1,796.0,0.360152166,326.0,0.650509,-0.182111024
PEF1,769.0,0.441759403,424.0,0.416754,-0.050903178
PELO,5222.0,0.385240523,985.0,0.093192,0.413987918
PEPD,395.0,0.450896903,133.0,0.18691,0.362524614
PEX16,585.0,0.43213601,312.0,0.2226,-0.309976073
PEX6,946.0,0.370078344,93.0,-0.527023,0.040424122
PEX7,2294.0,0.407005497,102.0,0.13247,0.075332147
PFDN5,124.0,0.497062947,117.0,-0.345755,-0.040408113
PFDN6,574.0,0.470152145,222.0,1.102419,0.067025304
PGM1,570.0,0.393980016,681.0,-0.61022,-0.1902384
PHB,988.0,0.45268542,190.0,1.084943,0.249420335
PHF10,104.0,0.365149381,79.0,-0.100332,0.089637301
PI4K2A,2692.0,0.385068362,57.0,0.216213,-0.207249752
PIAS1,3626.0,0.396022529,741.0,-0.126724,0.194491276
PIK3AP1,3866.0,0.407313024,128.0,-0.717229,-0.333079288
PIR,205.0,0.385796208,485.0,2.49159,0.931313414
PITPNC1,4686.0,0.369070722,874.0,-0.524673,-0.215944949
PLA2G4C,585.0,0.406173977,398.0,0.406842,0.038310056
PLA2G7,1187.0,0.402486321,269.0,0.736971,0.225164268
PLAUR,323.0,0.418467601,226.0,-0.021939,-0.303950307
PLCB2,818.0,0.468984469,301.0,0.020371,-0.108703759
PLCG1,3987.0,0.454806205,121.0,0.946542,0.386150297
PLD4,273.0,0.377985619,192.0,-0.905578,0.08126449
PLEKHO1,5192.0,0.424698037,839.0,0.626467,-0.071492369
PLEKHO2,2119.0,0.429714475,134.0,-0.073191,-0.084914111
PLSCR1,10376.0,0.415598704,388.0,-0.265066,-0.122007237
PML,3324.0,0.431306474,140.0,0.139049,0.113589024
POLR1C,1131.0,0.439933821,86.0,0.444566,0.257273502
POLR1D,1469.0,0.427162265,456.0,0.453272,0.206278652
POLR2F,1600.0,0.47244007,250.0,0.89018,0.300700968
POLR2H,1065.0,0.427596015,1167.0,0.75972,0.307831497
POLR3H,3481.0,0.444306047,388.0,0.128557,-0.012900479
POLR3K,1023.0,0.473025152,46.0,0.459849,0.251314102
PPA2,660.0,0.432735716,20.0,1.213942,0.629245834
PPIE,4556.0,0.446406574,56.0,0.186892,-0.092590434
PPIL1,1921.0,0.453832883,252.0,0.869574,0.248882696
PPP1R14B,282.0,0.457456004,268.0,1.829522,0.450900031
PPP1R3G,2923.0,0.390061911,0.0,-0.869443,0.112629694
PRC1,1136.0,0.367783806,234.0,1.19131,0.294523397
PRCC,357.0,0.381841119,290.0,0.072626,0.03534969
PRDX1,303.0,0.414090753,341.0,1.177714,0.104620963
PRDX6,944.0,0.433706552,51.0,0.390675,0.01570923
PREB,658.0,0.378530018,403.0,0.497082,-0.227229683
PREP,579.0,0.425974009,233.0,4.557087,1.800244099
PRG4,784.0,0.366727173,51.0,0.332812,-0.231388669
PRIM2,1166.0,0.350864643,125.0,0.713165,0.301024452
PRKAB1,1305.0,0.365943644,289.0,-0.53065,-0.266310089
PRKAR2A,5019.0,0.427443141,254.0,-1.594781,-0.119212315
PRKCB,5795.0,0.38010529,197.0,-0.744557,-0.258055903
PRKCD,451.0,0.404392693,469.0,0.459592,0.238796648
PRKRA,683.0,0.420894136,659.0,1.311599,0.886188971
PRKRIP1,3224.0,0.453589322,55.0,0.001292,0.017754518
PRMT5,393.0,0.386451423,508.0,0.24269,0.127907545
PRMT7,3655.0,0.450088803,850.0,-0.121344,0.165674651
PROCR,549.0,0.357872186,218.0,-0.107476,-0.200168504
PRPS1,3908.0,0.466551451,409.0,0.692643,0.019855117
PRPSAP1,2056.0,0.390811115,688.0,-0.426469,0.016188837
PRRC1,3173.0,0.409170839,188.0,-0.817816,-0.276831174
PSMA5,2997.0,0.446573967,225.0,0.348596,-0.059193721
PSMA6,187.0,0.423632682,445.0,0.735881,0.220908023
PSMB10,58.0,0.455018511,128.0,-0.4441,-0.464380965
PSMB2,3775.0,0.389848815,412.0,0.881144,0.249083396
PSMB8,242.0,0.411206622,522.0,-0.798922,-0.399046667
PSMB9,5497.0,0.431095699,69.0,-0.380219,-0.252176376
PSMC3,66.0,0.485654947,194.0,0.544836,0.143911298
PSMD11,2567.0,0.390095635,61.0,1.285654,0.076775226
PSMD13,384.0,0.437236365,242.0,-0.545579,-0.135879728
PSMD8,450.0,0.458928351,52.0,0.518776,0.159117418
PSME2,53.0,0.443656162,65.0,0.313138,-0.428373239
PSMG1,5308.0,0.427553471,578.0,2.850173,0.662500076
PSTPIP2,1923.0,0.429639796,96.0,0.318686,0.177580523
PTBP1,1504.0,0.473818895,106.0,0.017242,-0.053048973
PTDSS1,3765.0,0.367954205,423.0,0.368339,-0.083212932
PTGS1,3346.0,0.37260918,633.0,-0.16693,0.095121041
PTP4A1,3419.0,0.421202001,1153.0,-0.611352,-0.66627402
PTPMT1,1899.0,0.450492628,193.0,0.152275,0.054096324
PTPN18,2185.0,0.381656528,101.0,0.061558,-0.086646086
PTPN7,1593.0,0.440747449,781.0,0.476264,-0.234856087
PTPRE,2994.0,0.426620112,1843.0,-0.192354,-0.1381366
PTPRF,4571.0,0.452810321,356.0,-0.536074,0.102008003
PTRH2,3186.0,0.370743372,1544.0,0.672396,-0.413022817
PWWP2B,819.0,0.424412275,29.0,0.308766,0.235967178
PYCR2,578.0,0.474148407,230.0,0.13124,0.04154883
PYGL,175.0,0.392036998,127.0,-0.439377,-0.35920687
QARS,97.0,0.458996209,396.0,-0.472955,0.051743021
RAB11FIP1,4277.0,0.380614122,56.0,-1.640906,-0.441182544
RAB12,1120.0,0.38483812,283.0,-0.082047,-0.020728481
RAB21,5246.0,0.435367738,267.0,0.618095,0.109628086
RAB31,3231.0,0.437498832,175.0,0.017552,-0.274159103
RAB35,2172.0,0.408841719,189.0,-0.105981,-0.167148838
RAB7A,1376.0,0.419395127,232.0,0.724114,0.122299647
RAB8B,4163.0,0.425956778,96.0,-0.528537,-0.314595017
RAB9A,1716.0,0.417525007,283.0,-0.409842,-0.381603777
RABGGTA,77.0,0.387342734,512.0,0.72532,-0.041982237
RABGGTB,440.0,0.409412379,78.0,0.229551,-0.135833131
RABIF,4760.0,0.447399225,159.0,0.196066,-0.085031759
RACGAP1,1895.0,0.366370127,354.0,0.976038,0.290791001
RAD9A,924.0,0.444046557,185.0,1.358081,0.361618002
RAE1,1112.0,0.432613552,365.0,0.193716,-0.064381096
RAI1,1472.0,0.455620822,469.0,-0.208083,0.1433544
RAN,2043.0,0.442855294,361.0,0.30491,-0.060844919
RANBP10,3359.0,0.379453562,1256.0,-0.216273,-0.02650827
RANGAP1,3145.0,0.481547647,765.0,0.443098,0.059161772
RAPGEF1,2727.0,0.425793135,159.0,-0.695732,-0.16324776
RARS,114.0,0.423508657,41.0,-0.483086,-0.11375603
RASGRP2,183.0,0.381671176,582.0,0.311295,-0.344305646
RASGRP4,985.0,0.374724859,214.0,-0.110246,0.822563259
RBBP4,6506.0,0.404056961,164.0,0.299967,0.287557016
RBBP5,3098.0,0.421849625,474.0,-0.333817,0.051297238
RBKS,251.0,0.392307233,1371.0,0.480809,0.118719775
RBM12,3599.0,0.375183789,304.0,-0.318087,0.177194721
RBM14,3443.0,0.468008211,139.0,0.487283,0.474984538
RBM4B,5277.0,0.396841232,170.0,0.553863,0.39330425
RBMX,1201.0,0.353737079,210.0,0.060175,0.400842274
RBPJ,4223.0,0.4178224,518.0,0.042049,0.109088638
RBX1,821.0,0.46562919,52.0,0.884842,-0.008658426
RC3H1,7637.0,0.410085914,87.0,-0.455114,-0.058083458
RCCD1,1773.0,0.374130224,280.0,1.401751,-0.01624075
RCOR1,4070.0,0.439565312,228.0,0.100221,0.146077966
REEP4,591.0,0.460338979,469.0,1.155971,0.04464075
REEP5,2962.0,0.457536941,144.0,-0.535569,-0.595964691
RELB,408.0,0.418226182,131.0,-0.474947,-0.317369972
REPIN1,2683.0,0.45080531,489.0,0.324206,0.341605019
RET,2082.0,0.379562012,357.0,1.059924,-0.330599565
RFC4,89.0,0.411167541,282.0,1.185749,0.147846019
RFK,1882.0,0.429285662,357.0,-1.023959,-0.11132826
RFWD3,2538.0,0.42367162,98.0,0.171931,0.076932617
RFX5,1546.0,0.386685917,221.0,-0.683437,-0.176986007
RFXAP,1850.0,0.421314391,156.0,-0.207618,-0.535969974
RHBDF2,740.0,0.423256567,294.0,0.678625,0.227073001
RHOT2,568.0,0.454546166,881.0,0.619371,-0.223549858
RINL,1279.0,0.357351373,413.0,0.463136,-0.286448953
RNASE2,179.0,0.384567964,71.0,-1.996126,-0.394984511
RNASEH1,4369.0,0.404567903,700.0,0.103991,0.10767032
RNASEH2B,3930.0,0.37625722,399.0,0.038221,0.100293564
RNASET2,1070.0,0.374792559,407.0,0.216979,-0.198319546
RNF114,1751.0,0.459950313,36.0,0.391151,0.202059036
RNF167,289.0,0.375291206,776.0,0.652336,-0.332151504
RNF20,5226.0,0.396317502,92.0,-0.401054,0.209210326
RNF213,5288.0,0.417718743,150.0,-0.456382,-0.224270905
RNF216,2819.0,0.430061571,259.0,-0.457347,0.107646158
RNF25,102.0,0.375620157,88.0,-0.412591,-0.161394053
RNF31,88.0,0.389352607,358.0,0.139378,-0.180866422
RNLS,1252.0,0.416402283,135.0,0.664384,0.14171241
RNMT,4581.0,0.415128602,241.0,-0.119174,0.426285527
RNPEP,463.0,0.447181346,896.0,-0.213387,-0.334677776
RP9,437.0,0.42869019,18.0,0.869501,0.239449582
RPA1,2907.0,0.381710028,170.0,0.204296,0.199346474
RPA2,639.0,0.400070522,793.0,0.104349,0.125172691
RPAIN,471.0,0.394698889,570.0,0.523844,-0.05142588
RPL11,461.0,0.442317923,45.0,-0.343681,0.071278336
RPL14,5208.0,0.496792394,133.0,-0.83055,0.326697642
RPL23,3146.0,0.464880603,90.0,0.864587,0.259873098
RPL26,53.0,0.427802183,389.0,-0.243982,0.389142615
RPL31,1260.0,0.451994935,87.0,-0.209583,0.301382295
RPL34,1350.0,0.436455219,198.0,-0.525815,0.657922235
RPL5,1058.0,0.451564158,75.0,-0.244753,0.329206216
RPL7,1077.0,0.460258279,707.0,0.699453,0.431261568
RPS11,373.0,0.483080585,92.0,0.064138,0.463357064
RPS24,4247.0,0.430653047,142.0,0.471325,0.129970057
RPS25,109.0,0.467193878,63.0,-0.031634,0.444440124
RPS27A,743.0,0.450449292,321.0,0.042185,0.249176357
RPS3A,306.0,0.426765211,80.0,-1.082763,0.265043341
RPS4X,629.0,0.442998752,96.0,-0.218027,0.238293966
RPS6,2723.0,0.413925579,42.0,-0.768551,0.16621512
RPS6KA1,828.0,0.389798854,163.0,-0.042014,-0.124024311
RPS6KA4,735.0,0.38455359,226.0,0.846608,0.324406313
RPS7,66.0,0.428822459,109.0,0.300888,0.248012538
RPTOR,2341.0,0.385169267,805.0,0.008834,-0.034232657
RREB1,3012.0,0.456825357,492.0,-0.003259,0.344183329
RRM1,2304.0,0.437568848,689.0,-0.916851,-0.474345667
RRP8,5071.0,0.446233376,148.0,0.250547,0.458389131
RRS1,978.0,0.468289248,104.0,1.934989,0.370013788
RTN3,1690.0,0.358048129,187.0,0.87142,0.159031132
RTN4IP1,1108.0,0.372133716,477.0,5.110025,1.523523816
RUNX1,4334.0,0.416076551,1578.0,-0.155418,0.11582459
RUNX3,2611.0,0.405217602,439.0,-0.949502,-1.245613116
RWDD1,6365.0,0.401367905,746.0,-0.350283,-0.49921288
S100A8,71.0,0.444112716,170.0,-1.925895,-2.584903414
S100A9,189.0,0.439508357,43.0,-1.91633,-2.851889229
SAMD9,1815.0,0.395660052,270.0,-0.522771,-0.406040628
SAMD9L,1162.0,0.396305952,1248.0,-0.435496,-0.177412182
SAMM50,150.0,0.345249646,197.0,0.29076,-0.107311055
SAMSN1,684.0,0.407246581,430.0,-0.335842,0.089981125
SAP18,1754.0,0.427429047,39.0,-0.043564,0.253735866
SAP30BP,1541.0,0.449617255,257.0,0.23667,0.145858373
SAR1A,5213.0,0.411769389,203.0,0.237462,0.024319133
SAR1B,5806.0,0.392367964,253.0,-0.359096,-0.413869326
SARS,1054.0,0.40098191,100.0,-0.388697,-0.18047958
