,3prime,tAI,max_5_UTR_length,TCGA-C8-A135,TCGA-C8-A135.1
IGFBP7,558.0,0.392734536,34.0,0.212624,0.029120216
IKBKE,745.0,0.435100597,714.0,-0.841112,-0.290332264
IL16,3965.0,0.367979445,2395.0,0.172297,0.18816869
IL1RN,1145.0,0.411881061,408.0,-1.879481,-0.54961344
IL4I1,16.0,0.4139018,621.0,-0.286728,-0.581906635
ILF2,656.0,0.426220446,239.0,0.990899,-0.172508989
IMPA2,2898.0,0.383680893,242.0,-0.092917,-1.370520518
INO80,5209.0,0.374025479,351.0,-0.483512,-0.484798564
INPP1,263.0,0.395712795,700.0,-0.399653,0.254039557
INPP5D,1195.0,0.436077769,512.0,0.397521,0.044890426
INSR,4801.0,0.380857973,411.0,-0.656237,-0.893658852
IPO5,2508.0,0.381335948,180.0,0.208748,0.115433374
IRF7,92.0,0.423538356,367.0,-1.449623,-0.539175311
IRF8,1327.0,0.384714127,507.0,0.406172,-0.483074064
IRF9,369.0,0.432057622,127.0,-1.071765,-0.216816293
IRGQ,7659.0,0.399674011,156.0,-0.103142,0.124855813
ISCU,607.0,0.454630229,1331.0,-0.363777,-0.099448009
ISG15,62.0,0.419522688,77.0,-0.476842,-0.561566282
ISG20,952.0,0.419932377,2368.0,-0.221911,0.069120452
ISOC1,1056.0,0.418535314,18.0,0.641609,0.320669217
ITGB2,415.0,0.457304004,395.0,-0.098084,-0.191721743
ITPKB,2981.0,0.440250717,340.0,-0.532791,0.146434365
JUNB,496.0,0.414023332,276.0,0.096795,-0.076421072
JUP,157.0,0.458302936,298.0,0.220766,0.153143041
KANK2,2291.0,0.394238955,361.0,0.095548,0.426105391
KARS,4202.0,0.383913431,144.0,0.506626,0.143207998
KDM1A,327.0,0.428444011,149.0,0.416244,0.045258459
KDM2A,3716.0,0.372295488,864.0,0.249608,0.028101048
KDM2B,2488.0,0.393022165,407.0,-0.591502,0.124978832
KDM3B,1327.0,0.37791414,200.0,-0.361062,-0.003748025
KDM4A,1148.0,0.378142374,166.0,-0.503046,-0.845159076
KHSRP,1024.0,0.456900489,110.0,-0.012838,-0.250232364
KIAA2013,727.0,0.385456054,191.0,0.01593,-0.073579605
KIF20A,757.0,0.371463873,496.0,1.584855,-0.212633425
KIF22,75.0,0.392489541,388.0,0.419801,0.15189225
KIF2C,588.0,0.387865377,395.0,1.047666,0.199549304
KIF3B,3792.0,0.390782105,180.0,0.385209,0.132715127
KIF3C,2392.0,0.403852971,657.0,-0.389374,-0.393132932
KIF5B,3198.0,0.418236129,470.0,-0.458105,-0.025573881
KLHL7,3616.0,0.41595405,521.0,-0.015024,0.249798122
KTI12,594.0,0.370414154,39.0,0.359888,0.139650201
LAMP1,1311.0,0.390985106,281.0,-0.317137,-0.322760903
LANCL2,2422.0,0.433733517,578.0,-0.666302,-0.570425479
LAP3,503.0,0.426841798,162.0,-0.527055,-0.142700743
LDHD,1826.0,0.398770776,52.0,-1.071145,0.028749253
LENG1,560.0,0.445950324,48.0,-0.255399,-0.760445362
LGALS3,159.0,0.420172221,88.0,0.8091,0.08745078
LGALS3BP,1225.0,0.419930622,179.0,-1.590829,-0.854685656
LGALS9,641.0,0.410654931,118.0,0.024758,0.258541869
LIN54,4893.0,0.441729058,383.0,-0.002562,0.10946787
LPCAT1,2228.0,0.380803123,133.0,-1.769283,-0.632273787
LPXN,1776.0,0.432350833,254.0,0.351088,0.029035051
LRPPRC,2376.0,0.377375074,58.0,0.380286,0.296381861
LRRC25,843.0,0.434491636,642.0,0.31822,0.425556999
LRRC41,465.0,0.438391248,44.0,0.156373,-0.096283869
LRRC59,1755.0,0.423067849,236.0,1.147544,0.182036204
LSM1,486.0,0.409616526,410.0,0.176849,0.200441838
LSM6,1871.0,0.435100303,139.0,0.579161,0.564601476
LTA4H,391.0,0.355044638,145.0,-0.471073,-0.390361209
LYN,4058.0,0.418972994,282.0,-0.119188,0.034097131
LYPLAL1,1137.0,0.3973742,157.0,-0.013347,0.208599514
LYRM4,6830.0,0.366844497,217.0,0.154676,0.141752568
LYSMD2,596.0,0.394037378,501.0,-1.050682,-0.383796008
M6PR,1457.0,0.379162834,275.0,0.167828,-0.234087394
MAD2L1,4528.0,0.407191351,124.0,0.967277,0.290022644
MAFB,2032.0,0.405989564,390.0,0.922461,-3.051811108
MAGED2,327.0,0.466698843,233.0,-0.733421,-0.527715264
MAGOH,153.0,0.416054235,162.0,-0.079917,0.007982257
MAN2B1,128.0,0.381728903,76.0,-0.009917,-0.033645551
MANF,717.0,0.420319188,97.0,0.676036,0.16102387
MAP4K1,170.0,0.374128007,140.0,0.516854,0.297907988
MARCKSL1,768.0,0.468216312,206.0,1.006027,-0.016758215
MAX,2676.0,0.337149475,479.0,0.596287,-0.971457512
MBD2,3723.0,0.420256858,229.0,0.025753,0.192049102
MBP,4041.0,0.393290432,264.0,-0.794713,-0.764302036
MCM2,662.0,0.460999542,110.0,0.331882,0.337099968
MCM4,2618.0,0.371821308,942.0,1.410904,0.27690314
MCM5,3214.0,0.470488076,94.0,0.530419,0.325519487
MDC1,658.0,0.415783633,440.0,-0.240921,-0.290683933
MDH1,210.0,0.381672323,435.0,0.054421,-0.338072252
ME1,1535.0,0.411214685,265.0,0.680181,0.212693943
ME3,171.0,0.395156177,377.0,-0.515675,0.390290814
MECR,1365.0,0.445670958,612.0,-0.038359,-0.262446398
MED17,2631.0,0.366528813,275.0,-0.045085,0.128094537
MED19,934.0,0.439623042,93.0,2.725223,0.567722653
MED28,10307.0,0.440157501,27.0,-0.192065,0.21733372
MED29,4550.0,0.464327351,57.0,-0.093895,-0.156485137
MEF2C,6848.0,0.41426337,654.0,0.567051,-1.842491964
MEN1,824.0,0.454590692,504.0,2.2298,0.21382962
METTL13,961.0,0.396264071,347.0,0.170943,0.42338341
MGST3,1295.0,0.374563048,428.0,0.846476,-0.501267275
MIF4GD,787.0,0.397877071,137.0,0.713081,-0.219063555
MINK1,774.0,0.455972684,525.0,-0.232318,-0.827827771
MIS12,1334.0,0.420723459,745.0,0.105003,-0.078937982
MLEC,5319.0,0.43043384,173.0,-1.0081,-0.476566118
MLLT10,2252.0,0.36295117,1568.0,-0.432733,-0.207384382
MLX,1636.0,0.386664187,65.0,-0.298123,0.144927253
MMP1,502.0,0.392399458,189.0,0.809662,-1.083741983
MMP14,1722.0,0.419367787,285.0,0.699593,0.286563011
MMP9,193.0,0.404253633,19.0,-2.827372,-1.06566279
MORC3,2052.0,0.406702124,375.0,0.936645,0.517269568
MORF4L1,1066.0,0.420719378,454.0,-0.346294,0.163105919
MOV10,619.0,0.412681236,1415.0,-0.726058,-0.119261722
MPDU1,797.0,0.440676037,216.0,0.291215,0.282157694
MPHOSPH10,87.0,0.404440607,352.0,0.179702,0.249153123
MRI1,2018.0,0.459301832,75.0,-0.407521,-0.157037394
MRPL13,1075.0,0.395373051,313.0,1.427103,0.329012259
MRPL15,1888.0,0.407701507,63.0,0.913977,0.233851948
MRPL16,212.0,0.368940255,214.0,-0.096238,0.187594499
MRPL17,6554.0,0.424450505,105.0,-0.168386,0.354318825
MRPL2,580.0,0.458698472,164.0,0.407655,0.223031541
MRPL20,187.0,0.445765675,96.0,0.648437,0.368761487
MRPL21,55.0,0.417448467,293.0,0.394504,0.161550544
MRPL27,2133.0,0.436300758,31.0,0.936863,0.167148569
MRPL40,113.0,0.406843086,653.0,0.09154,0.219293681
MRPL46,1889.0,0.422788385,25.0,-0.483688,0.097803913
MRPL48,1284.0,0.368940255,212.0,0.514965,-0.701699364
MRPL51,2069.0,0.35376587,169.0,0.814409,0.231209738
MRPL53,198.0,0.441261883,155.0,0.43774,0.266615977
MRPL9,407.0,0.432679379,437.0,-0.176588,0.157561064
MRPS11,2793.0,0.477818717,1491.0,0.139012,0.118641308
MRPS15,468.0,0.440649404,164.0,0.552141,0.015944536
MRPS17,1334.0,0.413812124,30.0,0.835631,-0.105023888
MRPS18B,936.0,0.408462865,157.0,0.134959,0.149803375
MRPS36,933.0,0.3748339,84.0,-0.159707,-0.016594769
MRPS7,453.0,0.455992019,233.0,1.443337,0.521665113
MSI2,5168.0,0.366385762,173.0,0.614408,0.045829187
MSTO1,694.0,0.421389639,1152.0,-0.217959,0.183222298
MT1E,291.0,0.588704726,179.0,3.734897,3.425130727
MT2A,316.0,0.576670685,123.0,4.134761,3.358719128
MTA2,684.0,0.459443446,761.0,0.809671,0.093419182
MTFMT,1550.0,0.414190941,26.0,-0.456401,0.089922139
MTHFS,1663.0,0.434592403,179.0,-0.74529,-1.270996394
MTMR1,2442.0,0.424163835,319.0,0.165155,0.211304306
MTMR14,421.0,0.371137969,151.0,-0.484603,0.053801932
MVP,50.0,0.435053297,193.0,-1.332531,-0.352378331
MX1,456.0,0.433488503,982.0,-0.02772,-0.063582154
MX2,1812.0,0.430094961,104.0,-0.021731,0.018788113
MYADM,2833.0,0.384589896,681.0,-0.057551,-0.168712276
MYCBP,3972.0,0.381803634,73.0,0.570351,0.095024356
MYL12A,812.0,0.453450746,478.0,0.044159,0.311735465
MYO18A,3647.0,0.395788337,484.0,0.514857,0.434963715
MYO9B,1401.0,0.398943925,152.0,-0.127757,0.064429642
N6AMT1,5137.0,0.427535625,28.0,0.712798,0.980561768
NAA40,3212.0,0.389371031,261.0,1.786713,1.084099544
NAB1,2433.0,0.361024962,572.0,-0.573398,0.377218088
NADK,1672.0,0.3959688,563.0,-0.246265,-0.06457208
NADSYN1,464.0,0.447848979,126.0,-0.552796,0.173344761
NAGK,1297.0,0.42527382,474.0,0.378893,0.149637
NANS,37.0,0.458552255,132.0,0.616213,-0.094518377
NAPA,1862.0,0.477781443,318.0,0.098497,0.238871694
NAT10,4915.0,0.387474071,245.0,-0.255456,0.065991473
NBAS,140.0,0.414580543,44.0,-0.11018,0.23201701
NCALD,2767.0,0.374888213,460.0,0.301873,0.12100788
NCAPD3,2971.0,0.431957579,606.0,-0.130116,-0.054511302
NCAPG2,3501.0,0.41630572,200.0,-0.501613,-0.064847035
NCF1,2381.0,0.415579251,70.0,0.678918,-0.577592237
NCK2,1267.0,0.457831152,276.0,0.981094,0.302697676
NCKIPSD,4981.0,0.449411541,126.0,0.037251,0.199267996
NCOA5,1332.0,0.416761948,402.0,-0.374531,-0.53291999
NCOA7,3259.0,0.404217869,470.0,-0.034827,0.08838745
NDC80,61.0,0.356199389,182.0,-0.061953,-0.295502105
NDRG2,841.0,0.376266446,941.0,-0.445509,-0.549362432
NDUFA4,1685.0,0.439642808,129.0,0.75038,0.067117182
NEU1,667.0,0.413226082,156.0,-0.23861,-0.270432837
NFATC2IP,3242.0,0.412267479,15.0,-0.089272,0.219389963
NFKB1,708.0,0.4099683,467.0,0.009342,0.105762314
NFKB2,153.0,0.424806573,563.0,-0.600751,-0.259527557
NFKBIE,1053.0,0.409138176,25.0,-0.72959,0.017323423
NGDN,1255.0,0.423783924,27.0,0.10012,0.349636302
NGRN,1679.0,0.414477409,50.0,-0.548844,-1.299488745
NIP7,1593.0,0.443769116,318.0,0.313753,0.422237846
NIT2,2351.0,0.432361565,74.0,-0.126198,-0.175203086
NMNAT3,2689.0,0.397393877,1228.0,-2.462551,-0.75551121
NMT1,3377.0,0.454689408,31.0,-0.758878,-0.384677132
NONO,1092.0,0.432928506,710.0,0.524916,0.00111098
NOP14,912.0,0.38067473,187.0,-0.110913,0.112060419
NOP2,785.0,0.393538298,198.0,1.113611,0.689723804
NOTCH2,6062.0,0.409327653,297.0,0.159152,-0.157776419
NPTN,1068.0,0.388989686,197.0,-0.127269,-0.938805887
NR2C2,6271.0,0.390767743,362.0,-1.021321,-0.252977085
NRBF2,883.0,0.43605128,224.0,0.379314,-0.404278934
NRF1,1901.0,0.447602651,500.0,-0.312603,-0.283174558
NRGN,833.0,0.413631862,152.0,0.818716,-0.875946252
NRP1,3846.0,0.416817106,523.0,0.557219,0.566153739
NSFL1C,1587.0,0.42738001,868.0,-0.377312,-0.481848508
NSMAF,602.0,0.358586884,214.0,0.141086,0.26290256
NTAN1,178.0,0.344459601,320.0,0.359225,-0.324683718
NUBP1,246.0,0.455923678,142.0,0.506403,0.37427387
NUCKS1,5461.0,0.359398328,271.0,0.349969,-0.924971223
NUDC,716.0,0.476401948,127.0,0.368027,-0.097501175
NUDT16,5489.0,0.428387545,75.0,-0.727302,0.253889861
NUMA1,663.0,0.474508115,436.0,-0.86666,-0.573232151
NUP93,5678.0,0.382018893,495.0,0.462258,0.080173368
NXF1,2943.0,0.375826754,136.0,1.112219,0.536238696
OCIAD2,4872.0,0.363821488,322.0,-0.252191,-0.855037414
OGDH,1071.0,0.396078149,159.0,-0.162158,0.098410727
OPA3,7233.0,0.475004358,100.0,-0.609445,-1.277322373
OSBPL2,2363.0,0.383456763,571.0,0.208347,-0.039210478
OSBPL5,1099.0,0.381371042,158.0,0.137792,0.066155545
OVCA2,792.0,0.429983078,65.0,0.136832,0.128534343
P2RX4,573.0,0.442596273,304.0,-1.622489,-0.206085354
PAAF1,509.0,0.376143366,341.0,-0.004208,0.141549176
PACSIN2,1591.0,0.413490434,405.0,1.252968,0.557950643
PARK7,451.0,0.457171775,163.0,0.21643,-0.231706665
PARP1,769.0,0.460215809,171.0,0.479211,0.091471166
PARP10,332.0,0.422654659,200.0,-1.808777,-0.256037733
PARP12,816.0,0.416480622,874.0,-1.277782,-0.178455626
PARP14,2243.0,0.414355918,59.0,-1.128246,-0.115896029
PARP9,451.0,0.418102187,327.0,-1.317809,-0.321277842
PARVG,2043.0,0.383803232,484.0,0.089283,0.071279591
PBK,750.0,0.413339119,464.0,-0.858548,-0.360418039
PCNA,338.0,0.425000199,239.0,-0.043171,0.048351085
PDAP1,2007.0,0.464659554,134.0,0.326443,-0.388032837
PDCD2,155.0,0.440448783,111.0,1.069782,0.523739236
PDCD2L,48.0,0.433436103,33.0,0.52011,0.284919444
PDCD6IP,3211.0,0.388727459,158.0,-0.896893,-0.450044328
PDHA1,2054.0,0.402514578,145.0,0.415513,-0.245589169
PDHB,2974.0,0.442593378,43.0,-0.737191,-0.024063563
PDLIM1,357.0,0.379179626,233.0,0.993506,0.136491125
PDXDC1,2055.0,0.375670185,335.0,0.240803,0.287231008
PDXK,6244.0,0.398158884,198.0,1.177798,0.634118472
PEBP1,796.0,0.360152166,326.0,-0.494662,-0.248342711
PEF1,769.0,0.441759403,424.0,-0.221108,0.10535063
PELO,5222.0,0.385240523,985.0,0.269667,0.028521684
PEPD,395.0,0.450896903,133.0,-0.665192,0.231661512
PEX6,946.0,0.370078344,93.0,-2.071947,-0.057287267
PFDN5,124.0,0.497062947,117.0,-0.054358,0.070627676
PFDN6,574.0,0.470152145,222.0,0.195014,-0.220388642
PGM1,570.0,0.393980016,681.0,0.165845,0.069101946
PHB,988.0,0.45268542,190.0,1.362056,0.004572164
PHF10,104.0,0.365149381,79.0,-0.028192,-0.195039249
PI4K2A,2692.0,0.385068362,57.0,-0.084662,0.120949923
PIAS1,3626.0,0.396022529,741.0,0.39394,-0.070435181
PIK3AP1,3866.0,0.407313024,128.0,0.06027,-0.245429235
PIR,205.0,0.385796208,485.0,0.69637,-0.119452087
PITPNC1,4686.0,0.369070722,874.0,1.162061,0.578120901
PLA2G4C,585.0,0.406173977,398.0,0.640156,0.265178417
PLA2G7,1187.0,0.402486321,269.0,-0.093422,0.018783942
PLAUR,323.0,0.418467601,226.0,-0.1781,-0.105327404
PLCB2,818.0,0.468984469,301.0,0.04414,0.051151735
PLCG1,3987.0,0.454806205,121.0,0.085036,0.244443778
PLD4,273.0,0.377985619,192.0,1.602459,0.693229605
PLEKHO1,5192.0,0.424698037,839.0,-0.148853,-0.526809769
PLEKHO2,2119.0,0.429714475,134.0,0.217967,-0.087383722
PLSCR1,10376.0,0.415598704,388.0,-0.884528,-0.4480294
PML,3324.0,0.431306474,140.0,-0.211567,-0.041803541
POLR1C,1131.0,0.439933821,86.0,0.569141,0.376023617
POLR1D,1469.0,0.427162265,456.0,-0.013142,0.162328764
POLR2F,1600.0,0.47244007,250.0,0.999577,0.490464833
POLR2H,1065.0,0.427596015,1167.0,-0.244134,-0.11782171
POLR3H,3481.0,0.444306047,388.0,0.618704,0.406147567
POLR3K,1023.0,0.473025152,46.0,-1.060106,0.496090258
PPA2,660.0,0.432735716,20.0,0.766558,0.123641238
PPIE,4556.0,0.446406574,56.0,0.034475,-0.111678266
PPIL1,1921.0,0.453832883,252.0,0.959211,-0.298370016
PPP1R14B,282.0,0.457456004,268.0,3.419289,1.555434571
PRC1,1136.0,0.367783806,234.0,-0.272434,-0.285073835
PRCC,357.0,0.381841119,290.0,0.168595,0.066162912
PRDX1,303.0,0.414090753,341.0,1.21162,0.111909874
PRDX6,944.0,0.433706552,51.0,0.762294,0.322054042
PREB,658.0,0.378530018,403.0,0.12215,-0.184949594
PREP,579.0,0.425974009,233.0,0.088858,-0.411359375
PRG4,784.0,0.366727173,51.0,1.211821,0.425584909
PRIM2,1166.0,0.350864643,125.0,0.501201,0.023104209
PRKAB1,1305.0,0.365943644,289.0,-0.921447,-0.074171727
PRKAR2A,5019.0,0.427443141,254.0,-0.38562,-0.072038026
PRKCB,5795.0,0.38010529,197.0,0.220245,-0.172547384
PRKCD,451.0,0.404392693,469.0,0.842479,0.315127515
PRKRA,683.0,0.420894136,659.0,0.343952,0.143452344
PRKRIP1,3224.0,0.453589322,55.0,0.046185,-0.775097714
PRMT5,393.0,0.386451423,508.0,0.121039,0.024386214
PRMT7,3655.0,0.450088803,850.0,0.492765,0.166341385
PROCR,549.0,0.357872186,218.0,-0.186911,0.269382267
PRPS1,3908.0,0.466551451,409.0,0.634171,0.220308444
PRPSAP1,2056.0,0.390811115,688.0,0.898008,0.485600411
PRRC1,3173.0,0.409170839,188.0,-0.020894,-0.124109763
PSMA5,2997.0,0.446573967,225.0,0.354779,-0.001382677
PSMA6,187.0,0.423632682,445.0,0.552825,-0.069519439
PSMB10,58.0,0.455018511,128.0,-0.342271,-0.445223693
PSMB2,3775.0,0.389848815,412.0,0.488362,0.00371056
PSMB8,242.0,0.411206622,522.0,-1.656042,-0.526046374
PSMB9,5497.0,0.431095699,69.0,-0.47965,0.059323254
PSMC3,66.0,0.485654947,194.0,-0.618766,0.000731355
PSMD11,2567.0,0.390095635,61.0,0.361013,0.122700767
PSMD13,384.0,0.437236365,242.0,-0.247107,0.070474639
PSMD8,450.0,0.458928351,52.0,0.312538,-0.028749102
PSME2,53.0,0.443656162,65.0,-0.401565,-0.480476696
PSMG1,5308.0,0.427553471,578.0,2.780973,0.353139185
PSTPIP2,1923.0,0.429639796,96.0,-0.75358,-0.553750155
PTBP1,1504.0,0.473818895,106.0,0.109553,-0.036507791
PTDSS1,3765.0,0.367954205,423.0,1.78858,-0.243013619
PTGS1,3346.0,0.37260918,633.0,0.224875,-0.304385599
PTP4A1,3419.0,0.421202001,1153.0,0.163431,-0.168088819
PTPMT1,1899.0,0.450492628,193.0,-0.473528,-0.100097294
PTPN18,2185.0,0.381656528,101.0,-1.583576,-0.692590055
PTPN7,1593.0,0.440747449,781.0,0.499463,0.017284617
PTPRE,2994.0,0.426620112,1843.0,-0.469702,0.056544178
PTPRF,4571.0,0.452810321,356.0,-0.039633,-0.450217248
PTRH2,3186.0,0.370743372,1544.0,1.32559,0.290077277
PWWP2B,819.0,0.424412275,29.0,0.324762,-2.637599777
PYCR2,578.0,0.474148407,230.0,-0.49298,0.037049186
PYGL,175.0,0.392036998,127.0,-0.943773,-0.18623254
QARS,97.0,0.458996209,396.0,-0.616167,0.052734222
RAB11FIP1,4277.0,0.380614122,56.0,-1.223348,-0.222643467
RAB12,1120.0,0.38483812,283.0,0.041899,0.004127509
RAB21,5246.0,0.435367738,267.0,-0.081717,0.095420799
RAB31,3231.0,0.437498832,175.0,-0.308719,-0.259191026
RAB35,2172.0,0.408841719,189.0,-0.245275,-0.342371303
RAB7A,1376.0,0.419395127,232.0,-0.107421,0.087901053
RAB8B,4163.0,0.425956778,96.0,-0.336384,-0.90327211
RAB9A,1716.0,0.417525007,283.0,0.996319,0.376872635
RABGGTA,77.0,0.387342734,512.0,-0.409609,-0.053669583
RABGGTB,440.0,0.409412379,78.0,-0.648005,-0.238730206
RABIF,4760.0,0.447399225,159.0,0.571906,0.42605916
RACGAP1,1895.0,0.366370127,354.0,0.917064,0.073935055
RAD9A,924.0,0.444046557,185.0,-0.162013,0.375497211
RAE1,1112.0,0.432613552,365.0,-0.396909,-0.038772045
RAI1,1472.0,0.455620822,469.0,1.3348,0.363225603
RAN,2043.0,0.442855294,361.0,0.074286,-0.142642241
RANBP10,3359.0,0.379453562,1256.0,0.017075,0.211023934
RANGAP1,3145.0,0.481547647,765.0,0.552713,0.423446023
RAPGEF1,2727.0,0.425793135,159.0,0.166894,0.283276079
RARS,114.0,0.423508657,41.0,0.142839,0.092042363
RASGRP2,183.0,0.381671176,582.0,0.19004,-0.21701124
RASGRP4,985.0,0.374724859,214.0,-0.146607,-0.048004808
RBBP4,6506.0,0.404056961,164.0,0.314238,0.164174299
RBBP5,3098.0,0.421849625,474.0,0.052857,-0.103649584
RBKS,251.0,0.392307233,1371.0,-1.618933,-0.88914398
RBM12,3599.0,0.375183789,304.0,-0.12197,0.035913369
RBM14,3443.0,0.468008211,139.0,0.40246,-0.154352872
RBM4B,5277.0,0.396841232,170.0,0.944407,0.513421985
RBMX,1201.0,0.353737079,210.0,0.200099,-0.469886597
RBPJ,4223.0,0.4178224,518.0,-0.326023,0.088473288
RBX1,821.0,0.46562919,52.0,0.419838,0.194411508
RC3H1,7637.0,0.410085914,87.0,-0.439452,-0.798995955
RCCD1,1773.0,0.374130224,280.0,-0.599263,0.222237381
RCOR1,4070.0,0.439565312,228.0,0.474913,0.234305724
REEP4,591.0,0.460338979,469.0,0.329593,-0.862893412
REEP5,2962.0,0.457536941,144.0,0.479126,-0.185778119
RELB,408.0,0.418226182,131.0,-0.732702,-0.154760903
REPIN1,2683.0,0.45080531,489.0,-0.581336,-0.921608841
RFC4,89.0,0.411167541,282.0,-0.60153,-0.190494893
RFK,1882.0,0.429285662,357.0,-0.423221,0.194856175
RFX5,1546.0,0.386685917,221.0,-1.666934,-0.814095691
RFXAP,1850.0,0.421314391,156.0,-1.015865,0.0150826
RHBDF2,740.0,0.423256567,294.0,0.751807,-0.892512369
RHOT2,568.0,0.454546166,881.0,-0.677598,-0.104767435
RNASEH2B,3930.0,0.37625722,399.0,-0.225003,-0.525802661
RNASET2,1070.0,0.374792559,407.0,0.818251,0.357320637
RNF114,1751.0,0.459950313,36.0,1.508088,0.271349982
RNF167,289.0,0.375291206,776.0,-0.170304,-0.467611131
RNF20,5226.0,0.396317502,92.0,0.263249,0.062306302
RNF213,5288.0,0.417718743,150.0,-0.369593,-0.205576455
RNF216,2819.0,0.430061571,259.0,-0.554317,-2.733010553
RNF25,102.0,0.375620157,88.0,0.171466,0.315542916
RNF31,88.0,0.389352607,358.0,-0.501879,0.101217712
RNLS,1252.0,0.416402283,135.0,-0.650739,0.016614469
RNMT,4581.0,0.415128602,241.0,-0.915217,-0.077795593
RNPEP,463.0,0.447181346,896.0,-0.264468,-0.166798366
RP9,437.0,0.42869019,18.0,-0.149785,0.131660623
RPA1,2907.0,0.381710028,170.0,-0.157286,-0.143130352
RPA2,639.0,0.400070522,793.0,0.029492,-0.050584188
RPL11,461.0,0.442317923,45.0,0.435721,-0.16535532
RPL14,5208.0,0.496792394,133.0,-0.253389,-0.1447783
RPL23,3146.0,0.464880603,90.0,0.048136,0.50211749
RPL26,53.0,0.427802183,389.0,0.184845,-1.262140419
RPL31,1260.0,0.451994935,87.0,0.579404,0.136675355
RPL34,1350.0,0.436455219,198.0,0.783164,-1.186764933
RPL5,1058.0,0.451564158,75.0,0.230238,0.285747287
RPL7,1077.0,0.460258279,707.0,1.113371,0.227010904
RPS11,373.0,0.483080585,92.0,0.542761,0.425423472
RPS24,4247.0,0.430653047,142.0,0.629314,0.532904645
RPS25,109.0,0.467193878,63.0,0.616212,0.500398379
RPS27A,743.0,0.450449292,321.0,0.644676,-0.256668124
RPS3A,306.0,0.426765211,80.0,0.544854,0.16735321
RPS4X,629.0,0.442998752,96.0,-0.069263,0.493764039
RPS6,2723.0,0.413925579,42.0,0.763463,-0.182795625
RPS6KA1,828.0,0.389798854,163.0,-0.123227,-0.206631006
RPS6KA4,735.0,0.38455359,226.0,1.262569,0.152654349
RPS7,66.0,0.428822459,109.0,0.845904,0.065044896
RPTOR,2341.0,0.385169267,805.0,1.110613,0.209158684
RREB1,3012.0,0.456825357,492.0,0.331861,-0.318978527
RRM1,2304.0,0.437568848,689.0,-0.38777,0.161065261
RRP8,5071.0,0.446233376,148.0,-0.445629,0.130692285
RRS1,978.0,0.468289248,104.0,0.995442,0.437589647
RTN3,1690.0,0.358048129,187.0,1.853873,-0.206384161
RTN4IP1,1108.0,0.372133716,477.0,-1.067895,-0.127056928
RUNX1,4334.0,0.416076551,1578.0,0.331473,0.228175759
RUNX3,2611.0,0.405217602,439.0,0.17061,-0.131595136
RWDD1,6365.0,0.401367905,746.0,-0.201599,0.269198699
S100A8,71.0,0.444112716,170.0,3.284954,-2.329157578
S100A9,189.0,0.439508357,43.0,3.5324,-2.294947033
SAMD9,1815.0,0.395660052,270.0,-0.653951,0.005243806
SAMD9L,1162.0,0.396305952,1248.0,-0.558629,-0.124204849
SAMM50,150.0,0.345249646,197.0,0.615184,-0.132567333
SAMSN1,684.0,0.407246581,430.0,-0.110749,-0.129143103
SAP18,1754.0,0.427429047,39.0,-0.701278,-0.840477992
SAP30BP,1541.0,0.449617255,257.0,1.199715,0.221977696
SAR1A,5213.0,0.411769389,203.0,0.33753,0.158917689
SAR1B,5806.0,0.392367964,253.0,0.380242,-0.034791329
SARS,1054.0,0.40098191,100.0,0.375146,0.29784856
SASH3,1369.0,0.387406112,182.0,0.546668,0.214954459
SCAMP4,1741.0,0.472519575,351.0,0.496371,0.494852318
SCO1,8645.0,0.407339367,61.0,-0.37884,-0.276402089
SDCCAG8,307.0,0.360606297,1542.0,-0.433951,-0.795744593
SEC11C,205.0,0.423646802,92.0,-0.28369,-0.059866522
SEC13,332.0,0.457264526,210.0,0.219292,0.137510621
SEC14L1,2986.0,0.420320088,665.0,0.994397,1.142799609
SEC22A,2559.0,0.422343815,79.0,0.321099,-0.058896571
SEC24B,1221.0,0.400931805,155.0,0.450767,0.300582974
SEC24D,2115.0,0.386600041,297.0,0.367952,0.281909078
SEC61B,270.0,0.404562259,76.0,0.903775,-0.33500932
SEMA3F,960.0,0.38837398,318.0,-0.894162,0.15252413
SEMA4A,755.0,0.412797256,345.0,0.056412,-0.47163595
SEMA4D,2318.0,0.393173667,572.0,-0.442198,-0.562851349
SERPINA1,1707.0,0.420489385,573.0,-1.527692,0.797448167
SERPINB8,2096.0,0.38524815,520.0,-0.653648,0.082142124
SETMAR,321.0,0.414235412,398.0,-0.195472,-0.487556496
SEZ6L2,540.0,0.431800162,245.0,-3.97763,0.402431119
SF1,2419.0,0.374481437,721.0,1.028375,0.279969176
SF3B2,563.0,0.453902675,40.0,1.524255,0.223396755
SFXN4,500.0,0.402513841,45.0,0.724141,0.157626605
SH3BP1,433.0,0.395530944,313.0,-0.172155,0.05019441
SH3PXD2B,4870.0,0.420952884,171.0,0.564559,0.21577275
SHMT1,4335.0,0.394510245,509.0,0.623754,0.455813546
SIGLEC1,1590.0,0.42099348,0.0,-0.510955,-0.009798362
SIPA1,2933.0,0.437718847,296.0,1.090213,0.163373106
SIRPA,3027.0,0.429235057,360.0,-0.047346,-0.326055637
SKP1,8791.0,0.433886974,179.0,0.099524,-0.222553362
SLBP,3046.0,0.391438372,553.0,0.006541,-0.268592928
SLC25A10,1929.0,0.386184273,191.0,1.118408,0.407421777
