,3prime,tAI,max_5_UTR_length,TCGA-C8-A134,TCGA-C8-A134.1
IFIT3,843.0,0.417440574,529.0,-0.296719,-0.113481319
IFIT5,2354.0,0.414819429,231.0,-1.804621,-0.468644137
IFITM1,159.0,0.431550176,180.0,0.552647,-0.287256608
IFT27,109.0,0.4030938,426.0,-0.321558,-0.06454286
IGFBP3,1605.0,0.43060006,132.0,-0.560414,1.207101765
IGFBP7,558.0,0.392734536,34.0,1.125769,1.298443576
IKBKE,745.0,0.435100597,714.0,0.576768,0.466236936
IL16,3965.0,0.367979445,2395.0,-0.219394,-0.090183832
IL17RA,5874.0,0.376798811,133.0,-0.348851,0.142829084
IL1RN,1145.0,0.411881061,408.0,-0.583776,-0.767172709
IL4I1,16.0,0.4139018,621.0,1.864161,-0.076817261
ILF2,656.0,0.426220446,239.0,1.02957,0.073649963
IMPA2,2898.0,0.383680893,242.0,0.458195,0.250850638
INO80,5209.0,0.374025479,351.0,-0.471631,-0.846226713
INPP1,263.0,0.395712795,700.0,1.814021,0.341421815
INPP5D,1195.0,0.436077769,512.0,0.124456,-0.080367975
INSR,4801.0,0.380857973,411.0,-0.472915,0.164613845
IPO5,2508.0,0.381335948,180.0,1.509543,0.422357695
IRF7,92.0,0.423538356,367.0,-1.439261,-0.008605696
IRF8,1327.0,0.384714127,507.0,2.068044,0.592398918
IRF9,369.0,0.432057622,127.0,0.233662,-0.069297958
IRGQ,7659.0,0.399674011,156.0,0.523917,-0.085770469
ISCU,607.0,0.454630229,1331.0,0.085196,-0.167068939
ISG15,62.0,0.419522688,77.0,-0.032588,-0.658643751
ISG20,952.0,0.419932377,2368.0,0.285982,0.125634935
ISOC1,1056.0,0.418535314,18.0,-0.654829,-0.889122424
ITGB2,415.0,0.457304004,395.0,0.967505,-0.06259704
ITPKB,2981.0,0.440250717,340.0,1.370575,0.636571279
JUNB,496.0,0.414023332,276.0,-0.651459,0.153973057
JUP,157.0,0.458302936,298.0,0.267635,0.577961168
KANK2,2291.0,0.394238955,361.0,-0.079222,0.258457616
KARS,4202.0,0.383913431,144.0,0.746383,0.188004443
KDM1A,327.0,0.428444011,149.0,0.018098,-0.042298511
KDM2A,3716.0,0.372295488,864.0,0.482924,0.140215379
KDM2B,2488.0,0.393022165,407.0,1.000506,-0.083702764
KDM3B,1327.0,0.37791414,200.0,-0.353711,0.056904782
KDM4A,1148.0,0.378142374,166.0,1.041079,0.382839837
KHSRP,1024.0,0.456900489,110.0,1.162724,0.264235116
KIAA2013,727.0,0.385456054,191.0,0.306026,0.001928798
KIF20A,757.0,0.371463873,496.0,1.190364,-0.007742858
KIF22,75.0,0.392489541,388.0,0.763063,0.276498004
KIF2C,588.0,0.387865377,395.0,2.744563,0.690435235
KIF3B,3792.0,0.390782105,180.0,-0.80641,-0.119183449
KIF3C,2392.0,0.403852971,657.0,1.735002,0.09999628
KIF5B,3198.0,0.418236129,470.0,-0.959236,-0.320409331
KLHL7,3616.0,0.41595405,521.0,0.607921,0.491279452
KTI12,594.0,0.370414154,39.0,1.354139,0.300237771
LAMP1,1311.0,0.390985106,281.0,1.027561,-0.000950844
LANCL2,2422.0,0.433733517,578.0,0.664338,-0.254655977
LAP3,503.0,0.426841798,162.0,0.485826,0.323439721
LDHD,1826.0,0.398770776,52.0,-2.544832,-0.650966004
LENG1,560.0,0.445950324,48.0,-0.658872,-0.037985986
LGALS3,159.0,0.420172221,88.0,-1.021387,-0.428953218
LGALS3BP,1225.0,0.419930622,179.0,-0.362555,-0.338774021
LGALS9,641.0,0.410654931,118.0,0.803671,0.281242858
LIN54,4893.0,0.441729058,383.0,0.978223,0.372076921
LPCAT1,2228.0,0.380803123,133.0,0.035519,0.777662876
LPCAT4,239.0,0.432241557,94.0,-0.281385,0.022769602
LPXN,1776.0,0.432350833,254.0,0.631857,0.097421469
LRPPRC,2376.0,0.377375074,58.0,1.394372,0.398105906
LRRC25,843.0,0.434491636,642.0,0.624124,-0.139846199
LRRC41,465.0,0.438391248,44.0,0.922079,0.727590704
LRRC59,1755.0,0.423067849,236.0,0.761606,-0.70043217
LSM1,486.0,0.409616526,410.0,0.593668,0.123286125
LSM6,1871.0,0.435100303,139.0,0.022177,-0.045421386
LTA4H,391.0,0.355044638,145.0,-0.358104,-0.710941654
LYN,4058.0,0.418972994,282.0,2.008211,0.485809058
LYPLAL1,1137.0,0.3973742,157.0,-0.260581,-0.134955261
LYRM4,6830.0,0.366844497,217.0,0.825877,-0.298450616
LYSMD2,596.0,0.394037378,501.0,1.198974,0.476109656
M6PR,1457.0,0.379162834,275.0,-0.377897,-0.347366084
MAD2L1,4528.0,0.407191351,124.0,1.675617,0.330119464
MAFB,2032.0,0.405989564,390.0,-0.927547,0.05101065
MAGED2,327.0,0.466698843,233.0,-2.219979,-0.604292418
MAGOH,153.0,0.416054235,162.0,1.881593,-0.065246476
MAN2B1,128.0,0.381728903,76.0,0.699146,0.283221194
MANF,717.0,0.420319188,97.0,0.449415,0.10884625
MAP4K1,170.0,0.374128007,140.0,0.919417,-0.125023219
MARCKSL1,768.0,0.468216312,206.0,-0.287582,-0.264337996
MAX,2676.0,0.337149475,479.0,-0.479431,-0.117225876
MBD2,3723.0,0.420256858,229.0,-0.196551,-0.288135411
MBP,4041.0,0.393290432,264.0,0.139791,-0.34181071
MCM2,662.0,0.460999542,110.0,2.068142,0.659325843
MCM4,2618.0,0.371821308,942.0,1.749573,0.846839857
MCM5,3214.0,0.470488076,94.0,1.379249,0.77697297
MDC1,658.0,0.415783633,440.0,1.0617,0.424575305
MDH1,210.0,0.381672323,435.0,0.805743,0.19776777
ME1,1535.0,0.411214685,265.0,1.398196,0.252265689
ME3,171.0,0.395156177,377.0,-0.821089,-0.281742986
MECR,1365.0,0.445670958,612.0,-0.695449,-0.339941653
MED17,2631.0,0.366528813,275.0,0.311141,-0.041792671
MED19,934.0,0.439623042,93.0,0.121765,0.1209576
MED28,10307.0,0.440157501,27.0,-0.293813,0.271499205
MED29,4550.0,0.464327351,57.0,-0.16884,-0.044251477
MEF2C,6848.0,0.41426337,654.0,-0.458847,0.560185467
MEN1,824.0,0.454590692,504.0,-0.026318,0.272471584
METTL13,961.0,0.396264071,347.0,0.424362,-0.054625952
MGST3,1295.0,0.374563048,428.0,-0.625344,-0.70254252
MIF4GD,787.0,0.397877071,137.0,-0.424762,-0.011107258
MINK1,774.0,0.455972684,525.0,-0.485036,0.08028019
MIS12,1334.0,0.420723459,745.0,-0.298531,-0.254172863
MLEC,5319.0,0.43043384,173.0,-0.183198,-0.428394135
MLLT10,2252.0,0.36295117,1568.0,-0.153622,0.293544663
MLX,1636.0,0.386664187,65.0,0.702196,0.466891918
MMACHC,1852.0,0.382684622,371.0,0.682716,0.181921897
MMADHC,5382.0,0.406207656,205.0,0.224535,-0.028118294
MMGT1,4451.0,0.406300672,388.0,0.568811,-0.319281439
MMP1,502.0,0.392399458,189.0,4.887109,0.839944992
MMP14,1722.0,0.419367787,285.0,-0.284083,0.273198592
MMP9,193.0,0.404253633,19.0,3.190298,0.588752639
MORC3,2052.0,0.406702124,375.0,-0.126314,0.140605563
MORF4L1,1066.0,0.420719378,454.0,0.06855,0.131783248
MOV10,619.0,0.412681236,1415.0,0.119072,0.014717287
MPDU1,797.0,0.440676037,216.0,-0.805177,-0.785514086
MPHOSPH10,87.0,0.404440607,352.0,0.560099,0.042422491
MRI1,2018.0,0.459301832,75.0,-0.366039,-0.391675175
MRPL13,1075.0,0.395373051,313.0,0.919355,-0.184812879
MRPL15,1888.0,0.407701507,63.0,1.149475,-0.046355122
MRPL16,212.0,0.368940255,214.0,0.245422,-0.252976082
MRPL17,6554.0,0.424450505,105.0,0.097323,-0.385339633
MRPL2,580.0,0.458698472,164.0,0.906386,-0.135888937
MRPL20,187.0,0.445765675,96.0,-0.53215,-0.459411146
MRPL21,55.0,0.417448467,293.0,-0.505248,-0.214316898
MRPL27,2133.0,0.436300758,31.0,-0.088802,-0.31111958
MRPL40,113.0,0.406843086,653.0,-0.567408,-0.146165613
MRPL46,1889.0,0.422788385,25.0,0.384977,-0.157157002
MRPL48,1284.0,0.368940255,212.0,-0.446866,-0.223293856
MRPL51,2069.0,0.35376587,169.0,-0.35312,-0.396044113
MRPL53,198.0,0.441261883,155.0,-0.945735,-0.118030737
MRPL9,407.0,0.432679379,437.0,0.187588,0.008886885
MRPS11,2793.0,0.477818717,1491.0,0.410618,0.124867362
MRPS15,468.0,0.440649404,164.0,0.766394,0.120419508
MRPS17,1334.0,0.413812124,30.0,1.153369,0.072083621
MRPS18B,936.0,0.408462865,157.0,0.377625,0.123399012
MRPS36,933.0,0.3748339,84.0,-0.660352,-0.361936637
MRPS7,453.0,0.455992019,233.0,0.125631,-0.074025468
MSI2,5168.0,0.366385762,173.0,-1.110488,-0.755980027
MSTO1,694.0,0.421389639,1152.0,-0.274042,-0.459108117
MT1E,291.0,0.588704726,179.0,1.688332,-0.275288835
MT2A,316.0,0.576670685,123.0,1.070347,-0.317648615
MTA2,684.0,0.459443446,761.0,0.498634,0.047435541
MTFMT,1550.0,0.414190941,26.0,0.555814,-0.013704595
MTHFS,1663.0,0.434592403,179.0,1.506909,0.290304896
MTMR1,2442.0,0.424163835,319.0,0.790144,0.354167161
MTMR14,421.0,0.371137969,151.0,0.315969,0.13891339
MVP,50.0,0.435053297,193.0,-1.210319,-0.325621501
MX1,456.0,0.433488503,982.0,2.006153,0.540743365
MX2,1812.0,0.430094961,104.0,0.729789,0.137779421
MYADM,2833.0,0.384589896,681.0,0.824586,0.146159572
MYCBP,3972.0,0.381803634,73.0,-0.313843,0.028131936
MYL12A,812.0,0.453450746,478.0,-0.310101,0.095858473
MYO18A,3647.0,0.395788337,484.0,-0.027077,0.074453378
MYO9B,1401.0,0.398943925,152.0,0.384983,0.234982311
N6AMT1,5137.0,0.427535625,28.0,-0.419845,-0.156074296
NAA40,3212.0,0.389371031,261.0,0.921306,0.474553108
NAB1,2433.0,0.361024962,572.0,1.108904,1.089914577
NADK,1672.0,0.3959688,563.0,-0.384439,0.1796966
NADSYN1,464.0,0.447848979,126.0,-1.22867,-0.453376631
NAGK,1297.0,0.42527382,474.0,-0.058197,-0.180120576
NANS,37.0,0.458552255,132.0,-0.095782,-0.524311831
NAPA,1862.0,0.477781443,318.0,0.078162,0.239545914
NAT10,4915.0,0.387474071,245.0,0.7043,0.268553137
NBAS,140.0,0.414580543,44.0,-0.777362,-0.107865314
NCALD,2767.0,0.374888213,460.0,-1.339337,0.354346459
NCAPD3,2971.0,0.431957579,606.0,0.497827,-0.101082371
NCAPG2,3501.0,0.41630572,200.0,2.527818,0.393223381
NCF1,2381.0,0.415579251,70.0,1.099496,0.07303522
NCK2,1267.0,0.457831152,276.0,1.627969,0.960446468
NCKIPSD,4981.0,0.449411541,126.0,-0.45557,0.0107479
NCOA5,1332.0,0.416761948,402.0,0.132234,-0.037824081
NCOA7,3259.0,0.404217869,470.0,-0.031369,-0.025812664
NDC80,61.0,0.356199389,182.0,1.570639,0.38392035
NDRG2,841.0,0.376266446,941.0,0.194357,0.226271232
NDUFA4,1685.0,0.439642808,129.0,0.303891,-0.242535893
NEU1,667.0,0.413226082,156.0,0.834757,0.803836208
NFATC2IP,3242.0,0.412267479,15.0,1.146731,0.335907717
NFKB1,708.0,0.4099683,467.0,0.613276,-0.018325745
NFKB2,153.0,0.424806573,563.0,0.773842,0.096469042
NFKBIE,1053.0,0.409138176,25.0,1.857138,0.377527849
NGDN,1255.0,0.423783924,27.0,-0.028267,-0.337360795
NGRN,1679.0,0.414477409,50.0,0.400627,-0.114651508
NINJ1,5217.0,0.455972644,71.0,0.407177,-0.181458925
NIP7,1593.0,0.443769116,318.0,1.295437,-0.260595909
NIT2,2351.0,0.432361565,74.0,-0.094411,-0.536455385
NMNAT3,2689.0,0.397393877,1228.0,-0.576759,-0.360421517
NMT1,3377.0,0.454689408,31.0,0.653738,0.615948952
NONO,1092.0,0.432928506,710.0,0.462058,0.057022449
NOP14,912.0,0.38067473,187.0,0.584648,-0.136180131
NOP2,785.0,0.393538298,198.0,-0.210317,-0.2558205
NOTCH2,6062.0,0.409327653,297.0,0.306115,0.146287481
NPTN,1068.0,0.388989686,197.0,0.663333,0.236714228
NR2C2,6271.0,0.390767743,362.0,0.273484,0.228626195
NRBF2,883.0,0.43605128,224.0,0.783135,0.717595624
NRF1,1901.0,0.447602651,500.0,0.166305,0.228151481
NRGN,833.0,0.413631862,152.0,0.740958,0.526635026
NRP1,3846.0,0.416817106,523.0,-0.850869,0.227125774
NSFL1C,1587.0,0.42738001,868.0,-0.471885,-0.413373783
NSMAF,602.0,0.358586884,214.0,0.887999,-0.030241537
NTAN1,178.0,0.344459601,320.0,0.819803,0.118942401
NUBP1,246.0,0.455923678,142.0,-0.069124,-0.225259573
NUCKS1,5461.0,0.359398328,271.0,0.567156,-0.284746015
NUDC,716.0,0.476401948,127.0,-0.584178,-0.193367365
NUDT16,5489.0,0.428387545,75.0,-0.552303,0.21941251
NUMA1,663.0,0.474508115,436.0,-1.67904,-0.648342701
NUP93,5678.0,0.382018893,495.0,1.01745,0.176369505
NXF1,2943.0,0.375826754,136.0,0.647661,0.124699548
OCIAD2,4872.0,0.363821488,322.0,0.436748,0.405161591
OGDH,1071.0,0.396078149,159.0,-0.017062,-0.493920216
OPA3,7233.0,0.475004358,100.0,0.37214,0.116652422
OSBPL2,2363.0,0.383456763,571.0,0.420751,-0.08551267
OSBPL5,1099.0,0.381371042,158.0,-0.018253,-0.187959929
OVCA2,792.0,0.429983078,65.0,-0.297976,0.039810506
P2RX4,573.0,0.442596273,304.0,-0.627403,-0.656209836
PAAF1,509.0,0.376143366,341.0,-1.539345,-0.635824641
PACSIN2,1591.0,0.413490434,405.0,0.735195,0.366723695
PARK7,451.0,0.457171775,163.0,-0.646812,-0.513405162
PARP1,769.0,0.460215809,171.0,-0.185241,-0.078197942
PARP10,332.0,0.422654659,200.0,0.424078,0.13560896
PARP12,816.0,0.416480622,874.0,1.048025,-0.059482392
PARP14,2243.0,0.414355918,59.0,1.210852,0.45519048
PARP9,451.0,0.418102187,327.0,0.988583,0.336784007
PARVG,2043.0,0.383803232,484.0,0.113658,0.055188219
PBK,750.0,0.413339119,464.0,1.616009,0.37920639
PCNA,338.0,0.425000199,239.0,0.497773,-0.031921932
PDAP1,2007.0,0.464659554,134.0,0.983915,0.401569481
PDCD2,155.0,0.440448783,111.0,-0.720737,0.10127921
PDCD2L,48.0,0.433436103,33.0,0.505196,-0.076000284
PDCD6IP,3211.0,0.388727459,158.0,-0.775986,-0.299763482
PDHA1,2054.0,0.402514578,145.0,0.55082,-0.176939203
PDHB,2974.0,0.442593378,43.0,-0.797144,-0.190493812
PDLIM1,357.0,0.379179626,233.0,-0.623181,-0.193746503
PDXDC1,2055.0,0.375670185,335.0,0.205569,-0.291981953
PDXK,6244.0,0.398158884,198.0,0.339856,-0.097173244
PEBP1,796.0,0.360152166,326.0,0.944071,-0.103043083
PEF1,769.0,0.441759403,424.0,-0.526191,-0.266023116
PELO,5222.0,0.385240523,985.0,0.239762,0.284438251
PEPD,395.0,0.450896903,133.0,-0.276768,0.011631581
PEX16,585.0,0.43213601,312.0,0.12483,-0.937619765
PEX6,946.0,0.370078344,93.0,-0.867334,-0.200741461
PEX7,2294.0,0.407005497,102.0,-0.751189,-0.545012702
PFDN5,124.0,0.497062947,117.0,-0.310697,0.223901347
PFDN6,574.0,0.470152145,222.0,0.71003,0.083215325
PGM1,570.0,0.393980016,681.0,1.648057,0.490338072
PHB,988.0,0.45268542,190.0,0.424166,-0.395983319
PHF10,104.0,0.365149381,79.0,-0.073855,0.115330506
PI4K2A,2692.0,0.385068362,57.0,-0.139304,-0.047505072
PIAS1,3626.0,0.396022529,741.0,0.325993,0.172255762
PIK3AP1,3866.0,0.407313024,128.0,0.163881,0.000532006
PIR,205.0,0.385796208,485.0,1.264351,0.603750284
PITPNC1,4686.0,0.369070722,874.0,-0.276116,-0.337401405
PLA2G4C,585.0,0.406173977,398.0,0.903454,0.024210175
PLAUR,323.0,0.418467601,226.0,1.456668,0.380285974
PLCB2,818.0,0.468984469,301.0,0.207251,0.000862353
PLCG1,3987.0,0.454806205,121.0,0.732843,0.3941059
PLD4,273.0,0.377985619,192.0,-0.747175,-0.146176157
PLEKHO1,5192.0,0.424698037,839.0,0.691795,0.23200515
PLEKHO2,2119.0,0.429714475,134.0,0.105944,0.156123596
PLSCR1,10376.0,0.415598704,388.0,0.818014,-0.081061172
PML,3324.0,0.431306474,140.0,1.010383,0.308809733
POLR1C,1131.0,0.439933821,86.0,0.470637,-0.020514837
POLR1D,1469.0,0.427162265,456.0,-0.229221,-0.007027692
POLR2F,1600.0,0.47244007,250.0,1.328915,0.238683816
POLR2H,1065.0,0.427596015,1167.0,0.307054,0.468195549
POLR3H,3481.0,0.444306047,388.0,0.739567,-0.282689567
POLR3K,1023.0,0.473025152,46.0,-0.499324,-0.254610549
PPA2,660.0,0.432735716,20.0,-0.350826,-0.33587326
PPIE,4556.0,0.446406574,56.0,0.492914,0.119540164
PPIL1,1921.0,0.453832883,252.0,0.8214,0.193135686
PPP1R14B,282.0,0.457456004,268.0,0.758132,-0.302794514
PRC1,1136.0,0.367783806,234.0,2.267487,0.428204154
PRCC,357.0,0.381841119,290.0,0.063515,-0.052237759
PRDX1,303.0,0.414090753,341.0,0.615151,-0.009652864
PRDX6,944.0,0.433706552,51.0,0.008314,0.058511967
PREB,658.0,0.378530018,403.0,1.682202,0.149295896
PREP,579.0,0.425974009,233.0,0.109863,-0.148322425
PRG4,784.0,0.366727173,51.0,-1.494157,-0.137417593
PRIM2,1166.0,0.350864643,125.0,1.057111,0.351389869
PRKAB1,1305.0,0.365943644,289.0,0.131278,0.054959594
PRKAR2A,5019.0,0.427443141,254.0,-0.750786,-0.049091774
PRKCB,5795.0,0.38010529,197.0,1.012025,-0.040653353
PRKCD,451.0,0.404392693,469.0,0.179695,-0.079796143
PRKRA,683.0,0.420894136,659.0,0.409406,0.094255236
PRKRIP1,3224.0,0.453589322,55.0,0.638292,-0.066945679
PRMT5,393.0,0.386451423,508.0,-0.768215,-0.335111362
PRMT7,3655.0,0.450088803,850.0,-0.016035,-0.096526567
PROCR,549.0,0.357872186,218.0,0.147101,0.308754225
PRPS1,3908.0,0.466551451,409.0,0.03755,0.15431851
PRPSAP1,2056.0,0.390811115,688.0,0.259079,0.255672558
PRRC1,3173.0,0.409170839,188.0,-0.976764,-0.462740794
PSMA5,2997.0,0.446573967,225.0,0.658729,0.061345809
PSMA6,187.0,0.423632682,445.0,-0.288847,-0.001444487
PSMB10,58.0,0.455018511,128.0,0.372176,0.28050896
PSMB2,3775.0,0.389848815,412.0,0.306051,0.00065746
PSMB8,242.0,0.411206622,522.0,1.635919,0.070207213
PSMB9,5497.0,0.431095699,69.0,1.832349,0.267807555
PSMC3,66.0,0.485654947,194.0,0.553612,-0.033236636
PSMD11,2567.0,0.390095635,61.0,0.448633,0.033168445
PSMD13,384.0,0.437236365,242.0,0.683602,0.046842177
PSMD8,450.0,0.458928351,52.0,0.069361,-0.110373791
PSME2,53.0,0.443656162,65.0,0.44024,-0.383368809
PSMG1,5308.0,0.427553471,578.0,1.42756,0.405711762
PSTPIP2,1923.0,0.429639796,96.0,1.759604,0.563059977
PTBP1,1504.0,0.473818895,106.0,0.509388,0.037082279
PTDSS1,3765.0,0.367954205,423.0,1.598391,0.636349309
PTGS1,3346.0,0.37260918,633.0,-0.634551,-0.011335214
PTP4A1,3419.0,0.421202001,1153.0,-0.088139,0.41215035
PTPMT1,1899.0,0.450492628,193.0,0.657925,0.453629423
PTPN18,2185.0,0.381656528,101.0,0.649961,0.657524033
PTPN7,1593.0,0.440747449,781.0,0.964081,-0.204698495
PTPRE,2994.0,0.426620112,1843.0,-0.302548,0.168983027
PTPRF,4571.0,0.452810321,356.0,0.44539,0.17817655
PTRH2,3186.0,0.370743372,1544.0,0.226628,-0.657688363
PWWP2B,819.0,0.424412275,29.0,-0.179988,-0.028645832
PYCR2,578.0,0.474148407,230.0,-0.18352,-0.484563061
PYGL,175.0,0.392036998,127.0,0.302594,-0.39383002
QARS,97.0,0.458996209,396.0,-0.773275,-0.098201469
RAB11FIP1,4277.0,0.380614122,56.0,-0.381618,-0.117803745
RAB12,1120.0,0.38483812,283.0,0.707661,0.094562112
RAB21,5246.0,0.435367738,267.0,0.209867,-0.011761125
RAB31,3231.0,0.437498832,175.0,-0.561963,-0.256746146
RAB35,2172.0,0.408841719,189.0,0.494976,0.169802617
RAB7A,1376.0,0.419395127,232.0,0.39352,-0.023072283
RAB8B,4163.0,0.425956778,96.0,0.039151,-0.115341711
RAB9A,1716.0,0.417525007,283.0,0.053455,-0.168977889
RABGGTA,77.0,0.387342734,512.0,-0.507081,-0.277428263
RABGGTB,440.0,0.409412379,78.0,-0.102086,0.146232527
RABIF,4760.0,0.447399225,159.0,0.788874,-0.109255365
RACGAP1,1895.0,0.366370127,354.0,1.975603,0.56211653
RAD9A,924.0,0.444046557,185.0,0.641446,-0.07429153
RAE1,1112.0,0.432613552,365.0,1.084995,0.104896408
RAI1,1472.0,0.455620822,469.0,-0.878096,-0.151959909
RAN,2043.0,0.442855294,361.0,1.055966,0.287292276
RANBP10,3359.0,0.379453562,1256.0,-0.71947,0.105077058
RANGAP1,3145.0,0.481547647,765.0,0.524224,0.144288108
RAPGEF1,2727.0,0.425793135,159.0,-0.150104,0.125089347
RARS,114.0,0.423508657,41.0,-0.407831,-0.239354573
RASGRP2,183.0,0.381671176,582.0,0.932874,0.161954524
RASGRP4,985.0,0.374724859,214.0,-1.786773,-0.095210002
RBBP4,6506.0,0.404056961,164.0,-0.017919,0.02540587
RBBP5,3098.0,0.421849625,474.0,0.257258,0.148295242
RBKS,251.0,0.392307233,1371.0,0.115548,-0.132457642
RBM12,3599.0,0.375183789,304.0,-0.473765,-0.065463705
RBM14,3443.0,0.468008211,139.0,0.366432,0.120746366
RBM4B,5277.0,0.396841232,170.0,0.534143,0.291597561
RBMX,1201.0,0.353737079,210.0,0.072159,-0.117640591
RBPJ,4223.0,0.4178224,518.0,-0.462276,0.205151435
RBX1,821.0,0.46562919,52.0,0.438962,0.128785609
RC3H1,7637.0,0.410085914,87.0,-0.069161,0.330080164
RCCD1,1773.0,0.374130224,280.0,1.273275,-0.009663396
RCOR1,4070.0,0.439565312,228.0,0.004724,-0.13515683
REEP4,591.0,0.460338979,469.0,0.464704,-0.220475899
REEP5,2962.0,0.457536941,144.0,-1.10007,-0.856978972
RELB,408.0,0.418226182,131.0,1.522978,0.372697446
REPIN1,2683.0,0.45080531,489.0,0.753245,0.175766363
RFC4,89.0,0.411167541,282.0,1.386117,0.491903185
RFK,1882.0,0.429285662,357.0,-0.705033,-0.620044491
RFX5,1546.0,0.386685917,221.0,-0.004697,-0.070059365
RFXAP,1850.0,0.421314391,156.0,1.114351,-0.218046219
RHBDF2,740.0,0.423256567,294.0,1.403813,0.284317413
RHOT2,568.0,0.454546166,881.0,-0.39699,-0.090892398
RNASE2,179.0,0.384567964,71.0,1.371758,-0.08589105
RNASEH1,4369.0,0.404567903,700.0,0.488205,0.022815688
RNASEH2B,3930.0,0.37625722,399.0,0.953906,-0.013161506
RNASET2,1070.0,0.374792559,407.0,-0.839674,-0.583925425
RNF114,1751.0,0.459950313,36.0,1.698909,0.807543382
RNF167,289.0,0.375291206,776.0,-0.706658,-0.713238099
RNF20,5226.0,0.396317502,92.0,0.37463,-0.137012686
RNF213,5288.0,0.417718743,150.0,-0.208151,-0.09780171
RNF216,2819.0,0.430061571,259.0,0.447163,0.222380703
RNF25,102.0,0.375620157,88.0,0.087001,0.226205717
RNF31,88.0,0.389352607,358.0,-0.679569,-0.143160965
RNLS,1252.0,0.416402283,135.0,-2.634942,-0.541683202
RNMT,4581.0,0.415128602,241.0,-0.669173,0.014102987
RNPEP,463.0,0.447181346,896.0,-0.110929,-0.344805459
RP9,437.0,0.42869019,18.0,0.33985,-0.226424937
RPA1,2907.0,0.381710028,170.0,0.061789,-0.283689136
RPA2,639.0,0.400070522,793.0,-0.666809,-0.433207327
RPAIN,471.0,0.394698889,570.0,-0.033215,-0.440866802
RPL11,461.0,0.442317923,45.0,-1.24362,0.07140949
RPL14,5208.0,0.496792394,133.0,-0.932205,-0.187566887
RPL23,3146.0,0.464880603,90.0,-1.571373,0.021514002
RPL26,53.0,0.427802183,389.0,-0.916231,-0.100068957
RPL31,1260.0,0.451994935,87.0,-0.858045,0.150038241
RPL34,1350.0,0.436455219,198.0,-0.39958,-0.614793967
RPL5,1058.0,0.451564158,75.0,-0.249896,0.006850367
RPL7,1077.0,0.460258279,707.0,-0.544992,-0.247164777
RPS11,373.0,0.483080585,92.0,-0.646374,-0.158688261
RPS24,4247.0,0.430653047,142.0,-0.311092,0.083585718
RPS25,109.0,0.467193878,63.0,-0.202348,0.208246213
RPS27A,743.0,0.450449292,321.0,0.743421,0.052504829
RPS3A,306.0,0.426765211,80.0,-1.503713,0.14422932
RPS4X,629.0,0.442998752,96.0,-1.09291,0.116884153
RPS6,2723.0,0.413925579,42.0,-0.600838,-0.089793901
RPS6KA1,828.0,0.389798854,163.0,-0.188842,-0.172302045
RPS6KA4,735.0,0.38455359,226.0,1.494018,0.406029306
RPS7,66.0,0.428822459,109.0,0.011944,0.21876518
RPTOR,2341.0,0.385169267,805.0,0.014339,-0.249793887
RREB1,3012.0,0.456825357,492.0,-0.466274,-0.020855804
RRM1,2304.0,0.437568848,689.0,1.411294,0.233186076
RRP8,5071.0,0.446233376,148.0,0.098931,-0.141664776
RRS1,978.0,0.468289248,104.0,0.900223,-0.251665986
RTN3,1690.0,0.358048129,187.0,0.113133,-0.089104149
RTN4IP1,1108.0,0.372133716,477.0,-0.539681,-0.555100249
RUNX1,4334.0,0.416076551,1578.0,-2.285597,-0.237336836
RUNX3,2611.0,0.405217602,439.0,1.480547,0.232031903
RWDD1,6365.0,0.401367905,746.0,-0.265167,-0.317691775
S100A8,71.0,0.444112716,170.0,-0.262493,-0.641333098
S100A9,189.0,0.439508357,43.0,-0.051182,-0.746213709
SAMD9,1815.0,0.395660052,270.0,1.016166,0.474022328
SAMD9L,1162.0,0.396305952,1248.0,1.390169,0.390341583
SAMM50,150.0,0.345249646,197.0,-0.048717,-0.433145806
SAMSN1,684.0,0.407246581,430.0,0.471513,0.250441658
SAP18,1754.0,0.427429047,39.0,-0.561911,0.051256587
SAP30BP,1541.0,0.449617255,257.0,0.521905,0.196276537
SAR1A,5213.0,0.411769389,203.0,0.438483,0.389810064
SAR1B,5806.0,0.392367964,253.0,-0.520681,-0.124929335
SARS,1054.0,0.40098191,100.0,0.256168,-0.119831895
SASH3,1369.0,0.387406112,182.0,0.552379,0.117154807
SCAMP4,1741.0,0.472519575,351.0,-0.101513,-0.04133408
SCO1,8645.0,0.407339367,61.0,-0.276704,-0.175233363
SDCCAG8,307.0,0.360606297,1542.0,-0.102765,-0.058095167
SEC11C,205.0,0.423646802,92.0,-1.487971,-0.560932931
SEC13,332.0,0.457264526,210.0,0.535452,-0.072016591
SEC14L1,2986.0,0.420320088,665.0,0.229565,0.033912909
SEC22A,2559.0,0.422343815,79.0,0.977504,0.116382941
SEC24B,1221.0,0.400931805,155.0,0.073865,0.073329973
SEC24D,2115.0,0.386600041,297.0,-0.779772,-0.162514269
SEC61B,270.0,0.404562259,76.0,0.36296,-0.015409462
SEMA3F,960.0,0.38837398,318.0,-1.349483,-0.089923366
SEMA4A,755.0,0.412797256,345.0,0.947599,-0.467550265
SEMA4D,2318.0,0.393173667,572.0,0.666778,0.330485297
SERPINA1,1707.0,0.420489385,573.0,-0.535717,-0.267882686
